GeneID	GeneName	Chromosome	Start	End	Strand	Biotype
ENSG00000266707	PSMD7P1	17	66197693	66198238	+	processed_pseudogene
ENSG00000091583	APOH	17	66212033	66256525	-	protein_coding
ENSG00000252653	RNA5SP444	17	66267743	66267848	+	rRNA
ENSG00000154229	PRKCA	17	66302636	66810743	+	protein_coding
ENSG00000244044	RN7SL735P	17	66364029	66364320	+	misc_RNA
ENSG00000264630	PRKCA-AS1	17	66398069	66416854	-	antisense
ENSG00000252685	RNU6-928P	17	66638271	66638374	+	snRNA
ENSG00000251698	RNA5SP445	17	66639269	66639383	+	rRNA
ENSG00000229330	AC006947.1	17	66676372	66677404	+	sense_intronic
ENSG00000207943	MIR634	17	66787072	66787168	+	miRNA
ENSG00000075429	CACNG5	17	66835117	66885486	+	protein_coding
ENSG00000251764	RNA5SP446	17	66895491	66895572	+	rRNA
ENSG00000075461	CACNG4	17	66964910	67033398	+	protein_coding
ENSG00000264491	RP11-349A8.3	17	67019934	67021743	-	antisense
ENSG00000265664	RP11-74H8.1	17	67032409	67033290	-	antisense
ENSG00000108878	CACNG1	17	67044590	67056797	+	protein_coding
ENSG00000198265	HELZ	17	67070438	67245989	-	protein_coding
ENSG00000264421	RP11-401F2.4	17	67224303	67225541	+	antisense
ENSG00000213180	RPL36AP48	17	67224728	67225041	+	processed_pseudogene
ENSG00000266473	RP11-401F2.3	17	67244837	67245806	+	antisense
ENSG00000200619	RNA5SP447	17	67268110	67268228	+	rRNA
ENSG00000207410	SNORA8	17	67271469	67271607	+	snoRNA
ENSG00000264093	RP11-401F2.2	17	67276118	67276351	-	processed_pseudogene
ENSG00000197170	PSMD12	17	67337916	67366627	-	protein_coding
ENSG00000154217	PITPNC1	17	67377281	67697261	+	protein_coding
ENSG00000201547	Y_RNA	17	67408774	67408881	-	misc_RNA
ENSG00000244610	RN7SL756P	17	67457023	67457290	-	misc_RNA
ENSG00000207688	MIR548D2	17	67471489	67471585	+	miRNA
ENSG00000264754	CTD-2653B5.1	17	67524481	67525422	+	sense_intronic
ENSG00000279917	RP11-360N9.2	17	67611277	67613822	+	TEC
ENSG00000279361	RP11-360N9.3	17	67637774	67638973	+	TEC
ENSG00000130935	NOL11	17	67717833	67744531	+	protein_coding
ENSG00000277123	AC006534.3	17	67720543	67720618	+	miRNA
ENSG00000200394	SNORA38B	17	67740669	67740799	+	snoRNA
ENSG00000266858	RPSAP67	17	67774591	67777324	-	unprocessed_pseudogene
ENSG00000213179	RPL17P41	17	67784753	67785293	+	processed_pseudogene
ENSG00000222548	AC006534.1	17	67813582	67813654	+	miRNA
ENSG00000171634	BPTF	17	67825524	67984378	+	protein_coding
ENSG00000265086	AC006534.2	17	67843945	67844014	+	miRNA
ENSG00000266717	RP11-855A2.3	17	67950885	67951746	-	antisense
ENSG00000279573	RP11-855A2.1	17	67955314	67957291	+	TEC
ENSG00000279880	RP11-855A2.2	17	67973934	67976072	+	TEC
ENSG00000265052	RN7SL622P	17	67977698	67977972	+	misc_RNA
ENSG00000186665	C17orf58	17	67991101	67993649	-	protein_coding
ENSG00000266176	RP11-855A2.5	17	67993880	67996431	-	lincRNA
ENSG00000182481	KPNA2	17	68035519	68046842	+	protein_coding
ENSG00000266117	FBXO36P1	17	68095068	68095757	+	processed_pseudogene
ENSG00000265055	AC145343.2	17	68096046	68101474	-	lincRNA
ENSG00000278219	AC145343.1	17	68101538	68101639	+	miRNA
ENSG00000237854	LINC00674	17	68101908	68115518	+	transcribed_unprocessed_pseudogene
ENSG00000267023	LRRC37A16P	17	68125777	68152468	-	transcribed_unprocessed_pseudogene
ENSG00000278730	RP11-147L13.11	17	68126666	68129586	+	lincRNA
ENSG00000274561	RP11-147L13.12	17	68131462	68131907	+	lincRNA
ENSG00000277476	RP11-147L13.13	17	68133201	68135935	+	lincRNA
ENSG00000267352	SH3GL1P3	17	68134675	68135604	-	processed_pseudogene
ENSG00000267708	RP11-147L13.7	17	68152776	68159043	-	unprocessed_pseudogene
ENSG00000278740	RP11-147L13.14	17	68188547	68189165	+	lincRNA
ENSG00000267731	RP11-147L13.8	17	68189884	68192802	+	lincRNA
ENSG00000267472	LOC440461	17	68198921	68199596	+	processed_pseudogene
ENSG00000274712	RP11-147L13.15	17	68205489	68207493	+	lincRNA
ENSG00000265100	RP11-147L13.2	17	68246629	68247938	-	antisense
ENSG00000196704	AMZ2	17	68247574	68257164	+	protein_coding
ENSG00000141337	ARSG	17	68259182	68422731	+	protein_coding
ENSG00000108932	SLC16A6	17	68267026	68291267	-	protein_coding
ENSG00000267009	RP11-120M18.2	17	68413623	68524949	+	processed_transcript
ENSG00000070540	WIPI1	17	68420948	68457513	-	protein_coding
ENSG00000207561	MIR635	17	68424451	68424548	-	miRNA
ENSG00000108946	PRKAR1A	17	68511780	68551319	+	protein_coding
ENSG00000108950	FAM20A	17	68535113	68601389	-	protein_coding
ENSG00000267461	RP11-120M18.5	17	68557516	68582577	+	lincRNA
ENSG00000267659	LINC01482	17	68591796	68763882	+	lincRNA
ENSG00000263690	AC011591.1	17	68766473	68766559	-	miRNA
ENSG00000267250	RP11-118B18.2	17	68793549	68797822	-	lincRNA
ENSG00000141338	ABCA8	17	68867292	68955392	-	protein_coding
ENSG00000231749	ABCA9-AS1	17	68944531	69042784	+	antisense
ENSG00000154258	ABCA9	17	68974488	69061064	-	protein_coding
ENSG00000154262	ABCA6	17	69078702	69141888	-	protein_coding
ENSG00000267361	LOC100421166	17	69094289	69095499	-	processed_pseudogene
ENSG00000265331	MIR4524B	17	69099542	69099656	+	miRNA
ENSG00000154263	ABCA10	17	69147214	69244846	-	protein_coding
ENSG00000278873	PRO1804	17	69232963	69235012	-	TEC
ENSG00000154265	ABCA5	17	69244311	69327244	-	protein_coding
ENSG00000267203	SNRPGP4	17	69318733	69318961	+	processed_pseudogene
ENSG00000252352	SNORA40	17	69355133	69355218	-	snoRNA
ENSG00000108984	MAP2K6	17	69414698	69543331	+	protein_coding
ENSG00000278972	CTD-3022L24.1	17	69433084	69435533	+	TEC
ENSG00000267653	RP1-193H18.3	17	69477139	69501755	-	lincRNA
ENSG00000267194	RP1-193H18.2	17	69551358	69553861	+	lincRNA
ENSG00000227517	LINC01483	17	69577251	69903000	+	lincRNA
ENSG00000267184	RP1-200G19.1	17	69707193	69707373	-	processed_pseudogene
ENSG00000252100	AC002539.2	17	69948861	69948947	-	miRNA
ENSG00000237560	LINC01497	17	69961707	69983538	+	lincRNA
ENSG00000199801	Y_RNA	17	69985986	69986094	+	misc_RNA
ENSG00000230258	AC002539.1	17	70017324	70128859	-	antisense
ENSG00000267603	LINC01028	17	70051277	70068095	+	lincRNA
ENSG00000153822	KCNJ16	17	70053429	70135608	+	protein_coding
ENSG00000267365	KCNJ2-AS1	17	70166961	70169402	-	antisense
ENSG00000123700	KCNJ2	17	70168673	70180048	+	protein_coding
ENSG00000267170	CALM2P1	17	70241324	70241761	+	processed_pseudogene
ENSG00000267109	CTD-2378E21.1	17	70312831	70368916	-	lincRNA
ENSG00000267471	RP11-1058G23.1	17	70628917	70629265	-	processed_pseudogene
ENSG00000271239	RP11-238F2.1	17	70778604	70779230	-	lincRNA
ENSG00000271101	RP11-1003J3.1	17	71011997	71013587	+	processed_pseudogene
ENSG00000260785	CASC17	17	71097775	71202177	-	lincRNA
ENSG00000238759	RNU7-155P	17	71298156	71298218	-	snRNA
ENSG00000225818	AC118653.2	17	71596338	71597279	+	lincRNA
ENSG00000228118	MYL6P5	17	71620978	71621436	+	processed_pseudogene
ENSG00000228639	AC005152.3	17	72021851	72034092	-	lincRNA
ENSG00000256124	LINC01152	17	72030291	72041297	+	lincRNA
ENSG00000234899	SOX9-AS1	17	72034107	72237203	-	processed_transcript
ENSG00000226101	AC007461.2	17	72072333	72093481	+	lincRNA
ENSG00000125398	SOX9	17	72121020	72126420	+	protein_coding
ENSG00000227036	LINC00511	17	72323123	72640472	-	lincRNA
ENSG00000264026	RP11-1124B17.1	17	72342940	72355136	+	lincRNA
ENSG00000263680	RP11-57A1.1	17	72425939	72428852	+	lincRNA
ENSG00000243514	RPL32P33	17	72627231	72627624	+	processed_pseudogene
ENSG00000263893	CTD-3010D24.3	17	72642731	72644490	+	lincRNA
ENSG00000133195	SLC39A11	17	72645949	73092712	-	protein_coding
ENSG00000200783	RN7SKP180	17	72663823	72664152	-	misc_RNA
ENSG00000222545	AC080037.1	17	72714383	72714471	-	miRNA
ENSG00000252274	SCARNA24	17	72818836	72818972	-	scaRNA
ENSG00000264196	RP11-171G2.1	17	72839039	72839718	+	antisense
ENSG00000266501	RP11-766H1.1	17	73067870	73068288	-	processed_pseudogene
ENSG00000265469	POLR3KP2	17	73163035	73163359	-	processed_pseudogene
ENSG00000264860	RP11-143K11.5	17	73164977	73196593	+	processed_transcript
ENSG00000180616	SSTR2	17	73165012	73176633	+	protein_coding
ENSG00000166685	COG1	17	73192632	73208507	+	protein_coding
ENSG00000277728	RP11-143K11.7	17	73202968	73203431	-	antisense
ENSG00000133193	FAM104A	17	73207353	73236753	-	protein_coding
ENSG00000141219	C17orf80	17	73232233	73248947	+	protein_coding
ENSG00000265010	RP11-661C3.2	17	73243093	73244706	+	sense_intronic
ENSG00000187959	CPSF4L	17	73248449	73262352	-	protein_coding
ENSG00000179604	CDC42EP4	17	73283624	73312175	-	protein_coding
ENSG00000069188	SDK2	17	73334384	73644089	-	protein_coding
ENSG00000264985	RP11-449L23.2	17	73513685	73518770	+	antisense
ENSG00000265780	RP11-449L23.3	17	73519846	73521407	+	antisense
ENSG00000264750	RP11-277J6.2	17	73641026	73643106	+	antisense
ENSG00000265935	RP11-277J6.3	17	73662568	73663848	-	lincRNA
ENSG00000263574	CTD-2532D12.4	17	73737854	73756557	+	lincRNA
ENSG00000177338	LINC00469	17	73750330	73828520	-	lincRNA
ENSG00000234721	AC125421.1	17	73786802	73800793	+	lincRNA
ENSG00000265927	CTD-2532D12.5	17	73831572	73836019	-	lincRNA
ENSG00000266765	CTD-2582D11.1	17	73894749	73911878	-	lincRNA
ENSG00000266357	RP11-101O21.1	17	74043452	74154212	-	lincRNA
ENSG00000172809	RPL38	17	74203582	74210655	+	protein_coding
ENSG00000246731	MGC16275	17	74209980	74213342	-	antisense
ENSG00000141540	TTYH2	17	74213514	74262020	+	protein_coding
ENSG00000264272	CTD-2514K5.4	17	74256896	74262020	-	antisense
ENSG00000171595	DNAI2	17	74274247	74314884	+	protein_coding
ENSG00000266106	RP11-647F2.2	17	74307210	74309790	-	antisense
ENSG00000196169	KIF19	17	74326210	74355820	+	protein_coding
ENSG00000204347	BTBD17	17	74356416	74361946	-	protein_coding
ENSG00000257008	GPR142	17	74367407	74372622	+	protein_coding
ENSG00000200021	RNA5SP448	17	74417594	74417704	-	rRNA
ENSG00000170412	GPRC5C	17	74424851	74451653	+	protein_coding
ENSG00000167851	CD300A	17	74466416	74484796	+	protein_coding
ENSG00000178789	CD300LB	17	74521174	74531474	-	protein_coding
ENSG00000167850	CD300C	17	74541108	74546143	-	protein_coding
ENSG00000236770	AC079325.5	17	74549399	74552737	-	unprocessed_pseudogene
ENSG00000231027	AC079325.6	17	74560716	74567343	-	unprocessed_pseudogene
ENSG00000204345	CD300LD	17	74579365	74592283	-	protein_coding
ENSG00000182352	C17orf77	17	74584679	74594209	+	antisense
ENSG00000261222	CTD-2006K23.1	17	74599840	74607229	+	lincRNA
ENSG00000186407	CD300E	17	74609887	74623738	-	protein_coding
ENSG00000172794	RAB37	17	74670578	74747335	+	protein_coding
ENSG00000264659	CTD-2006K23.2	17	74672712	74677600	-	antisense
ENSG00000186074	CD300LF	17	74694311	74712978	-	protein_coding
ENSG00000266036	RP11-452I5.2	17	74747319	74748912	-	antisense
ENSG00000264624	MIR3615	17	74748613	74748699	+	miRNA
ENSG00000109062	SLC9A3R1	17	74748652	74769353	+	protein_coding
ENSG00000109065	NAT9	17	74770547	74776367	-	protein_coding
ENSG00000109066	TMEM104	17	74776483	74839779	+	protein_coding
ENSG00000161509	GRIN2C	17	74842023	74861504	-	protein_coding
ENSG00000161513	FDXR	17	74862497	74873031	-	protein_coding
ENSG00000172782	FADS6	17	74877299	74893781	-	protein_coding
ENSG00000182040	USH1G	17	74916084	74923256	-	protein_coding
ENSG00000183034	OTOP2	17	74924275	74933912	+	protein_coding
ENSG00000281273	AC087651.1	17	74935426	74936187	-	protein_coding
ENSG00000182938	OTOP3	17	74935719	74949992	+	protein_coding
ENSG00000167861	HID1	17	74950743	74973166	-	protein_coding
ENSG00000263586	HID1-AS1	17	74970704	74975728	+	antisense
ENSG00000109089	CDR2L	17	74987632	75005800	+	protein_coding
ENSG00000167862	ICT1	17	75012670	75021261	+	protein_coding
ENSG00000252545	RNU6-362P	17	75031097	75031186	+	snRNA
ENSG00000180901	KCTD2	17	75032575	75065889	+	protein_coding
ENSG00000281674	AC087651.2	17	75038085	75038357	+	protein_coding
ENSG00000167863	ATP5H	17	75038863	75046985	-	protein_coding
ENSG00000239607	RN7SL573P	17	75041740	75042015	+	misc_RNA
ENSG00000270993	RP11-1112G13.3	17	75060491	75060620	-	processed_pseudogene
ENSG00000232724	TRIM80P	17	75074306	75079549	+	unitary_pseudogene
ENSG00000170190	SLC16A5	17	75087727	75106162	+	protein_coding
ENSG00000206713	Y_RNA	17	75089862	75089974	-	misc_RNA
ENSG00000125449	ARMC7	17	75109952	75130265	+	protein_coding
ENSG00000125458	NT5C	17	75130225	75131795	-	protein_coding
ENSG00000279035	RP11-649A18.3	17	75130883	75133043	+	TEC
ENSG00000189159	HN1	17	75135248	75168281	-	protein_coding
ENSG00000265800	RP11-649A18.5	17	75138416	75141350	-	sense_intronic
ENSG00000263786	RP11-649A18.4	17	75145261	75146546	-	sense_intronic
ENSG00000252042	Y_RNA	17	75145670	75145762	+	misc_RNA
ENSG00000188612	SUMO2	17	75165586	75182983	-	protein_coding
ENSG00000125450	NUP85	17	75205659	75235758	+	protein_coding
ENSG00000125447	GGA3	17	75236599	75262363	-	protein_coding
ENSG00000125445	MRPS7	17	75261674	75266373	+	protein_coding
ENSG00000125457	MIF4GD	17	75266228	75271227	-	protein_coding
ENSG00000263843	RP11-649A18.12	17	75271369	75273895	+	antisense
ENSG00000125454	SLC25A19	17	75272981	75289510	-	protein_coding
ENSG00000177885	GRB2	17	75318076	75405709	-	protein_coding
ENSG00000228007	AC011933.2	17	75338827	75339147	+	processed_pseudogene
ENSG00000265987	RP11-16C1.3	17	75344405	75373662	+	antisense
ENSG00000264853	RP11-16C1.2	17	75370947	75373736	-	sense_intronic
ENSG00000265342	RP11-16C1.1	17	75394123	75394963	+	antisense
ENSG00000264511	MIR3678	17	75406069	75406162	+	miRNA
ENSG00000223217	RNU6-938P	17	75409086	75409188	-	snRNA
ENSG00000202332	Y_RNA	17	75431990	75432087	+	misc_RNA
ENSG00000177728	TMEM94	17	75441159	75500090	+	protein_coding
ENSG00000265636	AC100787.1	17	75496645	75496756	+	miRNA
ENSG00000276372	MIR6785	17	75498548	75498628	+	miRNA
ENSG00000177303	CASKIN2	17	75500261	75515583	-	protein_coding
ENSG00000182173	TSEN54	17	75516060	75524739	+	protein_coding
ENSG00000073350	LLGL2	17	75525080	75575208	+	protein_coding
ENSG00000266714	MYO15B	17	75588058	75626501	+	protein_coding
ENSG00000108469	RECQL5	17	75626845	75667189	-	protein_coding
ENSG00000204323	SMIM5	17	75633434	75641404	+	protein_coding
ENSG00000259120	SMIM6	17	75646243	75647977	+	protein_coding
ENSG00000161526	SAP30BP	17	75667116	75708062	+	protein_coding
ENSG00000264829	RP11-474I11.8	17	75679474	75679967	-	antisense
ENSG00000264270	RP11-474I11.7	17	75683543	75684799	-	antisense
ENSG00000132470	ITGB4	17	75721328	75757818	+	protein_coding
ENSG00000108479	GALK1	17	75751594	75765711	-	protein_coding
ENSG00000132475	H3F3B	17	75776434	75785893	-	protein_coding
ENSG00000263565	MIR4738	17	75784521	75784607	-	miRNA
ENSG00000132478	UNK	17	75784771	75825799	+	protein_coding
ENSG00000266980	RP11-552F3.4	17	75818815	75820055	-	antisense
ENSG00000092929	UNC13D	17	75827225	75844717	-	protein_coding
ENSG00000132471	WBP2	17	75845699	75856507	-	protein_coding
ENSG00000132481	TRIM47	17	75874161	75878575	-	protein_coding
ENSG00000267801	RP11-552F3.9	17	75876372	75879546	+	antisense
ENSG00000141569	TRIM65	17	75880335	75897003	-	protein_coding
ENSG00000267342	RP11-552F3.10	17	75897060	75900148	+	antisense
ENSG00000204316	MRPL38	17	75898643	75905413	-	protein_coding
ENSG00000267426	RP11-552F3.12	17	75898645	75930129	-	protein_coding
ENSG00000188878	FBF1	17	75909574	75941140	-	protein_coding
ENSG00000281844	FBF1	17	75910723	75938149	-	protein_coding
ENSG00000161533	ACOX1	17	75941507	75979363	-	protein_coding
ENSG00000267615	RP11-552F3.13	17	75943832	75945142	+	antisense
ENSG00000257949	TEN1	17	75979220	76000586	+	protein_coding
ENSG00000261408	TEN1-CDK3	17	75979231	76005999	+	protein_coding
ENSG00000250506	CDK3	17	76000906	76005999	+	protein_coding
ENSG00000167880	EVPL	17	76004502	76027452	-	protein_coding
ENSG00000167881	SRP68	17	76038775	76072653	-	protein_coding
ENSG00000186919	ZACN	17	76071961	76083666	+	protein_coding
ENSG00000182687	GALR2	17	76074794	76077541	+	protein_coding
ENSG00000182473	EXOC7	17	76081017	76121576	-	protein_coding
ENSG00000279382	RP11-449J21.3	17	76090308	76091669	+	TEC
ENSG00000275360	MIR6868	17	76098019	76098076	-	miRNA
ENSG00000129654	FOXJ1	17	76136333	76141299	-	protein_coding
ENSG00000267128	RP11-449J21.5	17	76140556	76154650	+	antisense
ENSG00000141576	RNF157	17	76142453	76240373	-	protein_coding
ENSG00000267376	ATP5LP6	17	76202644	76202796	-	processed_pseudogene
ENSG00000228218	ATF4P3	17	76225751	76226806	-	processed_pseudogene
ENSG00000185262	UBALD2	17	76265202	76271299	+	protein_coding
ENSG00000129646	QRICH2	17	76274049	76307680	-	protein_coding
ENSG00000161542	PRPSAP1	17	76309486	76384521	-	protein_coding
ENSG00000251779	Y_RNA	17	76319376	76319473	+	misc_RNA
ENSG00000207169	RNU6-24P	17	76337316	76337422	+	snRNA
ENSG00000267518	RP11-794C22.2	17	76345761	76346081	+	processed_pseudogene
ENSG00000176170	SPHK1	17	76376584	76387860	+	protein_coding
ENSG00000175931	UBE2O	17	76389451	76453206	-	protein_coding
ENSG00000242931	RPL7P49	17	76430417	76431124	-	processed_pseudogene
ENSG00000129673	AANAT	17	76453351	76470117	+	protein_coding
ENSG00000129667	RHBDF2	17	76470891	76501790	-	protein_coding
ENSG00000161544	CYGB	17	76527356	76551175	-	protein_coding
ENSG00000214140	PRCD	17	76527586	76553578	+	protein_coding
ENSG00000267546	RP11-666A8.8	17	76545668	76557683	-	antisense
ENSG00000267543	RP11-666A8.7	17	76549951	76550826	+	sense_intronic
ENSG00000272386	RP11-666A8.12	17	76551352	76551750	+	sense_intronic
ENSG00000163597	SNHG16	17	76557766	76565348	+	processed_transcript
ENSG00000274091	SNORD1C	17	76558791	76558868	+	snoRNA
ENSG00000199961	SNORD1B	17	76561109	76561192	+	snoRNA
ENSG00000278261	SNORD1A	17	76561634	76561705	+	snoRNA
ENSG00000070731	ST6GALNAC2	17	76563710	76586956	-	protein_coding
ENSG00000267078	RP11-666A8.9	17	76569792	76571240	+	antisense
ENSG00000267084	RP11-666A8.11	17	76595584	76595772	-	processed_pseudogene
ENSG00000070526	ST6GALNAC1	17	76624761	76643838	-	protein_coding
ENSG00000199735	RNU6-227P	17	76656320	76656422	+	snRNA
ENSG00000261335	RP11-318A15.2	17	76671942	76673658	+	antisense
ENSG00000182534	MXRA7	17	76672551	76711016	-	protein_coding
ENSG00000212418	RNY4P36	17	76703632	76703727	-	misc_RNA
ENSG00000277382	RP11-318A15.8	17	76709760	76710045	+	antisense
ENSG00000070495	JMJD6	17	76712832	76726799	-	protein_coding
ENSG00000274051	uc_338	17	76721216	76721396	-	misc_RNA
ENSG00000181038	METTL23	17	76726830	76733936	+	protein_coding
ENSG00000267168	RP11-318A15.7	17	76732978	76738522	+	protein_coding
ENSG00000161547	SRSF2	17	76734115	76737374	-	protein_coding
ENSG00000092931	MFSD11	17	76735865	76781449	+	protein_coding
ENSG00000207556	MIR636	17	76736450	76736548	-	miRNA
ENSG00000200257	RNU6-97P	17	76752912	76753015	+	snRNA
ENSG00000267065	CTD-2246P4.1	17	76799044	76807102	+	lincRNA
ENSG00000267535	LINC00868	17	76850176	76861836	+	lincRNA
ENSG00000167889	MGAT5B	17	76868456	76950393	+	protein_coding
ENSG00000267568	RP11-87G24.3	17	76950317	76969156	-	processed_transcript
ENSG00000267521	RP11-87G24.6	17	76957023	76958222	-	lincRNA
ENSG00000280122	RP11-87G24.2	17	76966285	76969530	-	TEC
ENSG00000276202	Metazoa_SRP	17	77014880	77015138	+	misc_RNA
ENSG00000234912	SNHG20	17	77086716	77094990	+	processed_transcript
ENSG00000129657	SEC14L1	17	77086716	77217101	+	protein_coding
ENSG00000275143	SCARNA16	17	77089307	77089493	+	scaRNA
ENSG00000281678	MIR6516	17	77089417	77089497	+	miRNA
ENSG00000222808	RNU4-47P	17	77152561	77152674	-	snRNA
ENSG00000262870	CYCSP40	17	77198950	77199543	-	processed_pseudogene
ENSG00000263718	RP11-285E9.6	17	77257737	77281897	-	lincRNA
ENSG00000265121	RP11-285E9.5	17	77264180	77264776	-	lincRNA
ENSG00000184640	SEPT9	17	77280569	77500596	+	protein_coding
ENSG00000266998	RP11-936I5.1	17	77373818	77377236	-	antisense
ENSG00000264060	MIR4316	17	77396984	77397054	-	miRNA
ENSG00000200651	Y_RNA	17	77442109	77442213	+	misc_RNA
ENSG00000279801	RP11-75C10.6	17	77444704	77447167	+	TEC
ENSG00000267263	RP11-75C10.7	17	77469068	77471045	+	sense_intronic
ENSG00000267016	RP11-75C10.9	17	77469162	77472770	-	antisense
ENSG00000267665	RP11-13K12.2	17	77526998	77536592	+	lincRNA
ENSG00000267506	RP11-13K12.1	17	77546940	77563243	+	lincRNA
ENSG00000267466	RP11-13K12.5	17	77563368	77568695	-	lincRNA
ENSG00000279572	RP11-13K12.6	17	77571418	77572516	+	TEC
ENSG00000267790	RP11-316M20.1	17	77722872	77728559	-	lincRNA
ENSG00000278938	AC104981.1	17	77777090	77777464	-	protein_coding
ENSG00000204283	FLJ45079	17	77879027	77884087	-	lincRNA
ENSG00000238898	RNU1-80P	17	77920098	77920258	+	snRNA
ENSG00000078687	TNRC6C	17	78004168	78108835	+	protein_coding
ENSG00000279600	RP11-637C24.5	17	78008421	78008855	+	TEC
ENSG00000267463	UBE2V2P2	17	78066258	78066761	-	processed_pseudogene
ENSG00000238658	RNU6-625P	17	78066947	78067053	+	snRNA
ENSG00000204282	TNRC6C-AS1	17	78107398	78111799	-	processed_transcript
ENSG00000141524	TMC6	17	78110458	78132407	-	protein_coding
ENSG00000167895	TMC8	17	78130770	78142968	+	protein_coding
ENSG00000187997	C17orf99	17	78146353	78166177	+	protein_coding
ENSG00000267679	EIF5AP2	17	78157403	78159135	+	processed_pseudogene
ENSG00000108639	SYNGR2	17	78168558	78173527	+	protein_coding
ENSG00000167900	TK1	17	78174075	78187233	-	protein_coding
ENSG00000183077	AFMID	17	78187317	78207701	+	protein_coding
ENSG00000267624	RP11-219G17.6	17	78211618	78211908	-	processed_pseudogene
ENSG00000089685	BIRC5	17	78214186	78225636	+	protein_coding
ENSG00000204278	TMEM235	17	78231310	78240987	+	protein_coding
ENSG00000267676	THA1P	17	78248493	78254416	-	unitary_pseudogene
ENSG00000279886	RP11-219G17.8	17	78250346	78250932	-	TEC
ENSG00000204277	RP11-219G17.4	17	78261349	78278492	-	lincRNA
ENSG00000267737	AC061992.2	17	78315729	78347798	+	lincRNA
ENSG00000184557	SOCS3	17	78356778	78360077	-	protein_coding
ENSG00000266970	RP11-806H10.4	17	78360453	78373911	+	lincRNA
ENSG00000243870	RN7SL236P	17	78370852	78371135	-	misc_RNA
ENSG00000087157	PGS1	17	78378640	78425114	+	protein_coding
ENSG00000281727	AC061992.1	17	78398304	78398403	+	miRNA
ENSG00000200063	SNORA30	17	78399935	78400063	+	snoRNA
ENSG00000187775	DNAH17	17	78423697	78577394	-	protein_coding
ENSG00000267432	DNAH17-AS1	17	78484882	78503056	+	processed_transcript
ENSG00000267770	RP11-559N14.6	17	78522247	78522828	+	processed_pseudogene
ENSG00000243426	RN7SL454P	17	78532813	78533055	-	misc_RNA
ENSG00000267123	CTD-2357A8.3	17	78617389	78632057	-	lincRNA
ENSG00000108669	CYTH1	17	78674048	78782297	-	protein_coding
ENSG00000279570	CTD-2357A8.2	17	78691266	78691979	-	TEC
ENSG00000252391	RNU6-638P	17	78696694	78696797	-	snRNA
ENSG00000055483	USP36	17	78787381	78841441	-	protein_coding
ENSG00000267355	RPL9P29	17	78845953	78846868	-	processed_pseudogene
ENSG00000035862	TIMP2	17	78852977	78925387	-	protein_coding
ENSG00000267601	RP11-323N12.5	17	78855478	78855844	+	antisense
ENSG00000178404	CEP295NL	17	78870910	78903217	-	protein_coding
ENSG00000279339	CTD-2373H9.3	17	78897264	78900152	+	TEC
ENSG00000267491	CTD-2373H9.5	17	78903263	78905024	+	antisense
ENSG00000108679	LGALS3BP	17	78971238	78980109	-	protein_coding
ENSG00000171302	CANT1	17	78991717	79009867	-	protein_coding
ENSG00000265096	C1QTNF1-AS1	17	79019209	79027655	-	antisense
ENSG00000173918	C1QTNF1	17	79022814	79049788	+	protein_coding
ENSG00000167280	ENGASE	17	79074939	79088599	+	protein_coding
ENSG00000167281	RBFOX3	17	79089345	79516148	-	protein_coding
ENSG00000266711	RP11-398J5.1	17	79132722	79136402	+	antisense
ENSG00000278460	AC020689.1	17	79401970	79402032	-	miRNA
ENSG00000263278	CH17-351M24.1	17	79598032	79603921	-	sense_intronic
ENSG00000266665	MIR4739	17	79707176	79707249	-	miRNA
ENSG00000267719	HP09025	17	79707266	79712317	+	lincRNA
ENSG00000182156	ENPP7	17	79730919	79742222	+	protein_coding
ENSG00000173894	CBX2	17	79778132	79787983	+	protein_coding
ENSG00000141570	CBX8	17	79792132	79801683	-	protein_coding
ENSG00000262768	RP11-353N14.1	17	79800598	79802529	+	antisense
ENSG00000262772	RP11-353N14.2	17	79823452	79827704	+	lincRNA
ENSG00000141582	CBX4	17	79833156	79839429	-	protein_coding
ENSG00000262343	RP11-353N14.3	17	79848058	79850110	-	lincRNA
ENSG00000262585	RP11-353N14.5	17	79915252	79926725	-	lincRNA
ENSG00000262188	RP11-353N14.4	17	79919357	79925462	+	lincRNA
ENSG00000167291	TBC1D16	17	79932343	80035848	-	protein_coding
ENSG00000275516	RP11-353N14.7	17	79952663	79952992	+	antisense
ENSG00000262172	CTD-2529O21.1	17	79991944	79992841	-	sense_intronic
ENSG00000261978	CTD-2529O21.2	17	80023894	80026107	+	antisense
ENSG00000141519	CCDC40	17	80036632	80100613	+	protein_coding
ENSG00000171298	GAA	17	80101556	80119879	+	protein_coding
ENSG00000141543	EIF4A3	17	80135214	80147183	-	protein_coding
ENSG00000279259	RP11-334C17.3	17	80147250	80148596	+	TEC
ENSG00000275479	RP11-334C17.6	17	80149627	80149798	+	lincRNA
ENSG00000141527	CARD14	17	80169992	80209331	+	protein_coding
ENSG00000262580	RP11-334C17.5	17	80200673	80205949	-	antisense
ENSG00000181523	SGSH	17	80206716	80220923	-	protein_coding
ENSG00000181045	SLC26A11	17	80219699	80253500	+	protein_coding
ENSG00000173821	RNF213	17	80260866	80398786	+	protein_coding
ENSG00000262979	CTD-2047H16.2	17	80315651	80316633	+	sense_intronic
ENSG00000276863	CTD-2047H16.5	17	80333841	80334366	-	antisense
