symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
SPRR4	23173	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.021052084	0.041930687	0.183371242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SPRY3	11271	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.047293886	0.098036702	0.011878202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SPRY4	15533	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.06110669	0.191392087	0.028156862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SPRYD4	27468	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.050163218	0.115194727	0.011208512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SPTLC3	16253	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.145837011	0.66317064	0.021308318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SPTSSB	24045	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.021876345	0.046101415	0.011416249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SPX	28139	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057424424	0.164047178	0.003628912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SQSTM1	11280	5	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.105534264	0.368639287	0.018087678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRA1	11281	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.06305765	0.206468597	0.004720673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRARP	28339	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.037805584	0.051246449	0.003267613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRC	11283	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.138881405	0.617883609	0.136802751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRD5A1	11284	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.07377207	0.294668065	0.007744612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRD5A3	25812	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.086819375	0.407885847	0.006759784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SREK1IP1	26716	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.053135386	0.134300666	0.040001158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRF	11291	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.104975223	0.364275839	0.207293978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRI	11292	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.077317771	0.325182471	0.006870713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRP14	11299	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.038807398	0.055428813	0.221936046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRP19	11300	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052927106	0.132919713	0.027840285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRP9	11304	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.027752823	0.081440524	0.043676975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRPRB	24085	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.077522574	0.326956135	0.01671495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRSF10	16713	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.081622502	0.362612379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRSF4	10786	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.154273389	0.713620963	0.195775649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRSF6	10788	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.130059164	0.556160259	0.174106939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRXN1	16132	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.033571952	0.035600097	0.009030175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SRY	11311	NA	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.058086815	0.16885089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SS18L2	15593	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.021750708	0.045452684	0.007103572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSB	11316	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.103922572	0.356069831	0.042205493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSBP1	11317	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.066937414	0.237481503	0.036320903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSBP3-AS1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.019937814	0.036615641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSMEM1	29580	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.068867318	0.253345554	0.001251444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSNA1	11321	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.029469432	0.023538227	0.00364041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSR1	11323	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.096247685	0.296975464	0.028955097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSR2	11324	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.06416505	0.215188601	0.098744347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSUH2	24809	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.111491412	0.415218773	0.003202774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX1	11335	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035891548	0.043766305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX2	11336	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.045934231	0.090372645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX2B	22263	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036275855	0.045214339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX3	11337	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036043135	0.044334239	0.002932474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX4	11338	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.043866657	0.079316278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX4B	16880	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.043866748	0.07931675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX5	11339	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.044135449	0.080712129	0.000693176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SSX7	19653	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035858181	0.043641859	0.005328985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST13	11343	22	none	0	0	0	0	0	0	0	0	0	0	0	0	0.129527783	0.552307096	0.04818278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST20	33520	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.022008968	0.046791264	0.037163333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST20-MTHFS	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057806704	0.166813044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST6GAL1	10860	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.088872349	0.425679802	0.10637268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST6GALNAC5	19342	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.0871195	0.410492217	0.053866472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST7-OT4	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.040919716	0.064845107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST7L	18441	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.1593973	0.741744207	0.010419904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
ST8SIA2	10870	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.089959103	0.435060415	0.050733575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STAC	11353	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.110124464	0.404533319	0.006617555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STAC3	28423	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.113869478	0.433768297	0.013389284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STAM2	11358	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.13203238	0.570342358	0.021563429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STAP1	24133	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.087082113	0.410167627	0.007240819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STARD3NL	19169	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.06600539	0.229917535	0.021561943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STARD5	18065	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.078944307	0.339293071	0.004607317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STAT5A	11366	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.213243377	0.855885726	0.046831425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STATH	11369	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.023074606	0.052521104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STEAP1B	41907	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.083519898	0.379158142	0.00255145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STEAP4	21923	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.128318806	0.543489009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STH	18839	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.027591423	0.080345502	0.016388637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STK16	11394	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.090186711	0.437021076	0.007497831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STK17A	11395	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.113730429	0.432685595	0.015054104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STK24	11403	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.125119971	0.519832904	0.080433212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STK32C	21332	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.137041567	0.605384615	0.023134866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STMN1	6510	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.059340371	0.178083633	0.091017643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STMN3	15926	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052329563	0.128992309	0.064649172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STMP1	41909	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.013728681	0.013951172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STN1	26200	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.106684617	0.377627041	0.00639138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STOM	3383	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.073546703	0.292743535	0.007808916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STPG3	37285	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.10784436	0.386696435	0.002356999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STPG4	26850	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.074212408	0.298434254	0.011665692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STRC	16035	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.403557826	0.999248929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STS	11425	X	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.097360278	0.30543154	0.216208509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STX17	11432	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.087309793	0.412143973	0.018147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STX2	3403	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.098296832	0.312584696	0.017076401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STX6	11441	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.083183633	0.376225892	0.108998226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STX7	11442	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.084794818	0.390270752	0.018738997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STXBP2	11445	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.148180701	0.677693138	0.008404897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
STYXL1	18165	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.080151974	0.349798936	0.012787501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUB1	19985	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.034759978	0.039659741	0.210395183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUDS3	29545	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.10579014	0.370637506	0.02307625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUGT1	16987	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.107316375	0.38256677	0.047160771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SULT1A1	11453	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.086181728	0.402343582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SULT1A2	11454	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.084822894	0.390515346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SULT1A3	11455	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.084466859	0.387413145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SULT1A4	30004	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.084474003	0.387475399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SULT1B1	17845	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.083084119	0.375358076	0.004910845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SULT1C3	33543	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.075885338	0.312807182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SULT1C4	11457	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.083860379	0.382126762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUMF1	20376	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.108387137	0.390942568	0.015055458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUMF2	20415	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.107614979	0.384902205	0.007041424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUMO1	12502	2	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.031359723	0.028722599	0.204879098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUMO4	21181	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024728827	0.062061454	0.044002693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUN3	22429	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.100695449	0.331030961	0.001972308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUPT4H1	11467	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.048112252	0.102796277	0.043271512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUPT7L	30632	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.091509489	0.448385316	0.111081593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUSD3	28391	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.070748181	0.269039435	0.001068888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SUV39H1	11479	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.082011111	0.366000743	0.185751596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SV2C	30670	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.180099075	0.835833857	0.00799341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SVBP	29204	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.018582507	0.03065839	0.013489959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SVOPL	27034	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.127985951	0.54104897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SWI5	31412	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.068391552	0.249410837	0.011564351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYCE1	28852	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.12162806	0.493531583	0.002332607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYCE1L	37236	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.085561335	0.396945853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYCE3	35245	22	none	0	0	0	0	0	0	0	0	0	0	0	0	0.020795873	0.040675507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYCN	18442	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.031099362	0.027970985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYCP3	18130	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.074332786	0.299465154	0.007600808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYF2	19824	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.0702573	0.26492326	0.022609724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYNDIG1L	32388	14	none	0	0	0	0	0	0	0	0	0	0	0	0	0.051053048	0.120777022	0.012338857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYNGR2	11499	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.053835342	0.1389864	0.011397519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYNJ2BP	18955	14	none	0	0	0	0	0	0	0	0	0	0	0	0	0.041006337	0.06524844	0.030516325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYPL2	27638	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.073599928	0.293197863	0.011737895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYS1	16162	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.048237224	0.103532656	0.068990324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYT12	18381	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.097524655	0.306684782	0.005465634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYT13	14962	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.098533057	0.314393629	0.025559826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYT5	11513	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.103260521	0.350916954	0.012826853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYTL4	15588	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.132361074	0.572684891	0.010997239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SZRD1	30232	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.042824242	0.074022095	0.201807676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAAR8	14964	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.063495854	0.20990568	0.006438021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAC3	11521	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.039591842	0.058831364	0.002659701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAC4	16641	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.038498636	0.054120267	0.019122835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TACO1	24316	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.077399173	0.325887323	0.051207404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TADA3	19422	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.105939611	0.371805054	0.019527912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAF11	11544	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.050572171	0.11774531	0.251459061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAF12	11545	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.04711224	0.096995088	0.260306569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAF13	11546	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052941368	0.133014076	0.010266127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAF1A	11532	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.120802942	0.487253155	0.008391695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAF1D	28759	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.077523954	0.326968093	0.003698196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAF5L	17304	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.14704486	0.67070279	0.284657095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAF9B	17306	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.053678579	0.137931017	0.007592392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAGLN	11553	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.055066138	0.147389617	0.083178724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAGLN2	11554	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.061058843	0.19102717	0.01554881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAGLN3	29868	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057254406	0.162822786	0.086462884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAL1	11556	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.067547318	0.242466649	0.235872087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
