Gene ID,Gene Symbol,Gene Name,Case PTV,Ctrl PTV,Case mis3,Ctrl mis3,Case mis2,Ctrl mis2,P ca/co (Class 1),P ca/co (Class 2),P ca/co (comb),De novo PTV,De novo mis3,De novo mis2,P de novo,P meta,Q meta,OR (PTV),OR (Class I),OR (Class II)
ENSG00000106415,GLCCI1,Glucocorticoid induced transcript 1,4,22,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,0.73 (0.183-2.15),0.73 (0.183-2.15),NA
ENSG00000100031,GGT1,Gamma-glutamyltransferase 1,3,9,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000078795,PKD2L2,Polycystic kidney disease 2-like 2,10,48,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,0.836 (0.377-1.67),0.836 (0.377-1.67),NA
ENSG00000176697,BDNF,Brain-derived neurotrophic factor,2,7,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,1.15 (0.116-6.02),1.15 (0.116-6.02),NA
ENSG00000176160,HSF5,Heat shock transcription factor family member 5,0,1,0,0,1,3,1,0.405,0.839,NA,NA,NA,NA,0.839,1,0 (0-156),0 (0-156),1.34 (0.0255-16.7)
ENSG00000149577,SIDT2,"SID1 transmembrane family, member 2",9,35,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,1.03 (0.436-2.19),1.03 (0.436-2.19),NA
ENSG00000189283,FHIT,Fragile histidine triad,2,6,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,1.34 (0.132-7.48),1.34 (0.132-7.48),NA
ENSG00000078246,TULP3,Tubby like protein 3,7,33,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,0.851 (0.318-1.96),0.851 (0.318-1.96),NA
ENSG00000163945,UVSSA,UV-stimulated scaffold protein A,11,37,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,1.19 (0.549-2.39),1.19 (0.549-2.39),NA
ENSG00000179094,PER1,Period circadian clock 1,8,30,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,1.07 (0.424-2.39),1.07 (0.424-2.39),NA
ENSG00000177990,DPY19L2,Dpy-19-like 2 (C. elegans),4,15,0,0,5,28,0.839,0.648,0.839,NA,NA,NA,NA,0.839,1,1.07 (0.259-3.36),1.07 (0.259-3.36),0.717 (0.216-1.88)
ENSG00000081277,PKP1,Plakophilin 1 (ectodermal dysplasia/skin fragility syndrome),3,16,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,0.753 (0.141-2.63),0.753 (0.141-2.63),NA
ENSG00000100749,VRK1,Vaccinia related kinase 1,5,19,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,1.06 (0.308-2.93),1.06 (0.308-2.93),NA
ENSG00000119509,INVS,Inversin,16,69,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,0.931 (0.504-1.62),0.931 (0.504-1.62),NA
ENSG00000166900,STX3,Syntaxin 3,2,14,0,0,0,0,0.839,NA,0.839,NA,NA,NA,NA,0.839,1,0.573 (0.0632-2.5),0.573 (0.0632-2.5),NA
ENSG00000162704,ARPC5,"Actin related protein 2/3 complex, subunit 5, 16kDa",0,1,0,0,0,7,1,0.407,0.839,NA,NA,NA,NA,0.839,1,0 (0-156),0 (0-156),0 (0-2.78)
ENSG00000186501,TMEM222,Transmembrane protein 222,3,9,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000146909,NOM1,Nucleolar protein with MIF4G domain 1,12,45,0,0,2,2,0.92,0.668,0.84,NA,NA,NA,NA,0.84,1,1.07 (0.515-2.06),1.07 (0.515-2.06),4.01 (0.291-55.3)
ENSG00000125434,SLC25A35,"Solute carrier family 25, member 35",5,16,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,1.25 (0.359-3.58),1.25 (0.359-3.58),NA
ENSG00000131473,ACLY,ATP citrate lyase,6,22,0,0,8,37,0.84,0.858,0.84,NA,NA,NA,NA,0.84,1,1.09 (0.363-2.78),1.09 (0.363-2.78),0.868 (0.349-1.89)
ENSG00000100726,TELO2,Telomere maintenance 2,7,34,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,0.826 (0.309-1.89),0.826 (0.309-1.89),NA
ENSG00000137135,ARHGEF39,Rho guanine nucleotide exchange factor (GEF) 39,5,27,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,0.743 (0.223-1.96),0.743 (0.223-1.96),NA
ENSG00000180919,OR56B4,"Olfactory receptor, family 56, subfamily B, member 4",5,25,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,0.803 (0.24-2.13),0.803 (0.24-2.13),NA
ENSG00000168612,ZSWIM1,"Zinc finger, SWIM-type containing 1",7,31,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,0.906 (0.337-2.1),0.906 (0.337-2.1),NA
ENSG00000122121,XPNPEP2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",12,43,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,1.12 (0.538-2.16),1.12 (0.538-2.16),NA
ENSG00000136861,CDK5RAP2,CDK5 regulatory subunit associated protein 2,22,90,0,0,0,0,0.84,NA,0.84,NA,NA,NA,NA,0.84,1,0.981 (0.586-1.58),0.981 (0.586-1.58),NA
ENSG00000132182,NUP210,Nucleoporin 210kDa,20,78,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,1.03 (0.596-1.7),1.03 (0.596-1.7),NA
ENSG00000173389,IQCF1,IQ motif containing F1,5,20,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,1 (0.294-2.76),1 (0.294-2.76),NA
ENSG00000151575,TEX9,Testis expressed 9,8,39,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,0.823 (0.332-1.79),0.823 (0.332-1.79),NA
ENSG00000115661,STK16,Serine/threonine kinase 16,4,16,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,1 (0.244-3.11),1 (0.244-3.11),NA
ENSG00000140939,NOL3,Nucleolar protein 3 (apoptosis repressor with CARD domain),3,10,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000118137,APOA1,Apolipoprotein A-I,1,9,0,0,0,5,0.942,0.594,0.841,NA,NA,NA,NA,0.841,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),0 (0-4.38)
ENSG00000213494,CCL14,Chemokine (C-C motif) ligand 14,4,17,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,0.944 (0.231-2.9),0.944 (0.231-2.9),NA
ENSG00000139675,HNRNPA1L2,Heterogeneous nuclear ribonucleoprotein A1-like 2,4,16,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,1 (0.244-3.11),1 (0.244-3.11),NA
ENSG00000164236,ANKRD33B,Ankyrin repeat domain 33B,1,2,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,2.01 (0.034-38.5),2.01 (0.034-38.5),NA
ENSG00000159377,PSMB4,"Proteasome (prosome, macropain) subunit, beta type, 4",4,15,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,1.07 (0.259-3.36),1.07 (0.259-3.36),NA
ENSG00000135220,UGT2A3,"UDP glucuronosyltransferase 2 family, polypeptide A3",9,36,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,1 (0.425-2.12),1 (0.425-2.12),NA
ENSG00000106692,FKTN,Fukutin,5,26,0,0,0,0,0.841,NA,0.841,NA,NA,NA,NA,0.841,1,0.772 (0.231-2.04),0.772 (0.231-2.04),NA
ENSG00000163501,IHH,Indian hedgehog,1,6,0,0,5,32,1,0.413,0.841,NA,NA,NA,NA,0.841,1,0.669 (0.0145-5.51),0.669 (0.0145-5.51),0.627 (0.191-1.62)
ENSG00000140015,KCNH5,"Potassium voltage-gated channel, subfamily H (eag-related), member 5",5,24,0,0,5,7,0.871,0.143,0.842,NA,NA,NA,NA,0.842,1,0.836 (0.249-2.24),0.836 (0.249-2.24),2.87 (0.718-10.5)
ENSG00000130175,PRKCSH,Protein kinase C substrate 80K-H,5,20,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,1 (0.294-2.76),1 (0.294-2.76),NA
ENSG00000125877,ITPA,Inosine triphosphatase (nucleoside triphosphate pyrophosphatase),5,19,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,1.06 (0.308-2.93),1.06 (0.308-2.93),NA
ENSG00000140265,ZSCAN29,Zinc finger and SCAN domain containing 29,11,53,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,0.833 (0.392-1.61),0.833 (0.392-1.61),NA
ENSG00000171488,LRRC8C,"Leucine rich repeat containing 8 family, member C",6,24,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,1 (0.335-2.52),1 (0.335-2.52),NA
ENSG00000099377,HSD3B7,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",4,22,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,0.73 (0.183-2.15),0.73 (0.183-2.15),NA
ENSG00000250067,YJEFN3,YjeF N-terminal domain containing 3,1,9,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000188558,OR2G6,"Olfactory receptor, family 2, subfamily G, member 6",9,34,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,1.06 (0.448-2.26),1.06 (0.448-2.26),NA
ENSG00000196660,SLC30A10,"Solute carrier family 30, member 10",1,4,0,1,3,10,0.842,0.774,0.842,NA,NA,NA,NA,0.842,1,1 (0.0204-10.1),0.803 (0.017-7.17),1.2 (0.213-4.68)
ENSG00000147535,PPAPDC1B,Phosphatidic acid phosphatase type 2 domain containing 1B,4,22,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,0.73 (0.183-2.15),0.73 (0.183-2.15),NA
ENSG00000140995,DEF8,Differentially expressed in FDCP 8 homolog (mouse),5,18,0,0,0,1,0.842,1,0.842,NA,NA,NA,NA,0.842,1,1.11 (0.324-3.12),1.11 (0.324-3.12),0 (0-156)
ENSG00000108651,UTP6,"UTP6, small subunit (SSU) processome component, homolog (yeast)",6,24,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,1 (0.335-2.52),1 (0.335-2.52),NA
ENSG00000150873,C2orf50,Chromosome 2 open reading frame 50,6,23,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,1.05 (0.349-2.65),1.05 (0.349-2.65),NA
ENSG00000162620,LRRIQ3,Leucine-rich repeats and IQ motif containing 3,9,47,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,0.768 (0.331-1.59),0.768 (0.331-1.59),NA
ENSG00000204941,PSG5,Pregnancy specific beta-1-glycoprotein 5,10,30,0,0,0,0,0.842,NA,0.842,NA,NA,NA,NA,0.842,1,1.34 (0.583-2.81),1.34 (0.583-2.81),NA
ENSG00000137193,PIM1,Pim-1 oncogene,1,5,0,0,3,7,1,0.416,0.842,NA,NA,NA,NA,0.842,1,0.803 (0.017-7.17),0.803 (0.017-7.17),1.72 (0.287-7.54)
ENSG00000134762,DSC3,Desmocollin 3,10,45,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,0.892 (0.401-1.8),0.892 (0.401-1.8),NA
ENSG00000137869,CYP19A1,"Cytochrome P450, family 19, subfamily A, polypeptide 1",5,19,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,1.06 (0.308-2.93),1.06 (0.308-2.93),NA
ENSG00000149506,ZP1,Zona pellucida glycoprotein 1 (sperm receptor),13,47,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,1.11 (0.551-2.09),1.11 (0.551-2.09),NA
ENSG00000135443,KRT85,Keratin 85,4,15,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,1.07 (0.259-3.36),1.07 (0.259-3.36),NA
ENSG00000105398,SULT2A1,"Sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1",8,35,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,0.917 (0.368-2.01),0.917 (0.368-2.01),NA
ENSG00000064205,WISP2,WNT1 inducible signaling pathway protein 2,4,14,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,1.15 (0.275-3.65),1.15 (0.275-3.65),NA
ENSG00000140543,DET1,De-etiolated homolog 1 (Arabidopsis),1,10,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),NA
ENSG00000110002,VWA5A,Von Willebrand factor A domain containing 5A,9,35,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,1.03 (0.436-2.19),1.03 (0.436-2.19),NA
ENSG00000125968,ID1,"Inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",3,11,0,0,0,0,0.843,NA,0.843,NA,NA,NA,NA,0.843,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000170291,ELP5,Elongator acetyltransferase complex subunit 5,8,33,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,0.973 (0.388-2.15),0.973 (0.388-2.15),NA
ENSG00000213213,CCDC183,Coiled-coil domain containing 183,5,26,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,0.772 (0.231-2.04),0.772 (0.231-2.04),NA
ENSG00000182013,PNMAL1,Paraneoplastic Ma antigen family-like 1,5,26,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,0.772 (0.231-2.04),0.772 (0.231-2.04),NA
ENSG00000240053,LY6G5B,"Lymphocyte antigen 6 complex, locus G5B",6,24,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,1 (0.335-2.52),1 (0.335-2.52),NA
ENSG00000068724,TTC7A,Tetratricopeptide repeat domain 7A,15,67,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,0.899 (0.477-1.59),0.899 (0.477-1.59),NA
ENSG00000138434,SSFA2,Sperm specific antigen 2,7,30,0,0,0,4,0.844,1,0.844,NA,NA,NA,NA,0.844,1,0.936 (0.347-2.18),0.936 (0.347-2.18),0 (0-6.08)
ENSG00000170802,FOXN2,Forkhead box N2,1,9,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000136404,TM6SF1,Transmembrane 6 superfamily member 1,6,27,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,0.892 (0.301-2.21),0.892 (0.301-2.21),NA
ENSG00000132854,KANK4,KN motif and ankyrin repeat domains 4,7,33,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,0.851 (0.318-1.96),0.851 (0.318-1.96),NA
ENSG00000101439,CST3,Cystatin C,2,6,0,0,0,0,0.844,NA,0.844,NA,NA,NA,NA,0.844,1,1.34 (0.132-7.48),1.34 (0.132-7.48),NA
ENSG00000164091,WDR82,WD repeat domain 82,0,1,0,1,3,8,1,0.421,0.844,NA,NA,NA,NA,0.844,1,0 (0-156),0 (0-21.4),1.51 (0.257-6.27)
ENSG00000185049,NELFA,Negative elongation factor complex member A,4,13,0,0,3,13,0.844,1,0.844,NA,NA,NA,NA,0.844,1,1.23 (0.293-4),1.23 (0.293-4),0.926 (0.169-3.37)
ENSG00000089041,P2RX7,"Purinergic receptor P2X, ligand-gated ion channel, 7",8,37,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,0.868 (0.349-1.89),0.868 (0.349-1.89),NA
ENSG00000003393,ALS2,Amyotrophic lateral sclerosis 2 (juvenile),15,54,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,1.11 (0.584-2.01),1.11 (0.584-2.01),NA
ENSG00000101474,APMAP,Adipocyte plasma membrane associated protein,7,31,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,0.906 (0.337-2.1),0.906 (0.337-2.1),NA
ENSG00000112972,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble),1,4,0,0,8,21,1,0.423,0.845,NA,NA,NA,NA,0.845,1,1 (0.0204-10.1),1 (0.0204-10.1),1.53 (0.586-3.59)
ENSG00000173486,FKBP2,"FK506 binding protein 2, 13kDa",2,10,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,0.803 (0.0855-3.77),0.803 (0.0855-3.77),NA
ENSG00000164323,KIAA1430,KIAA1430,8,35,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,0.917 (0.368-2.01),0.917 (0.368-2.01),NA
ENSG00000197279,ZNF165,Zinc finger protein 165,4,20,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,0.803 (0.199-2.4),0.803 (0.199-2.4),NA
ENSG00000164106,SCRG1,Stimulator of chondrogenesis 1,2,6,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,1.34 (0.132-7.48),1.34 (0.132-7.48),NA
ENSG00000160818,GPATCH4,G patch domain containing 4,5,23,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,0.872 (0.259-2.35),0.872 (0.259-2.35),NA
ENSG00000183977,PP2D1,Protein phosphatase 2C-like domain containing 1,1,2,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,2.01 (0.034-38.5),2.01 (0.034-38.5),NA
ENSG00000175121,WFDC5,WAP four-disulfide core domain 5,5,17,0,0,0,0,0.845,NA,0.845,NA,NA,NA,NA,0.845,1,1.18 (0.34-3.33),1.18 (0.34-3.33),NA
ENSG00000108852,MPP2,"Membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",5,26,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,0.772 (0.231-2.04),0.772 (0.231-2.04),NA
ENSG00000182511,FES,Feline sarcoma oncogene,7,27,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,1.04 (0.383-2.45),1.04 (0.383-2.45),NA
ENSG00000074582,BCS1L,BC1 (ubiquinol-cytochrome c reductase) synthesis-like,10,41,0,0,2,2,0.901,0.196,0.846,NA,NA,NA,NA,0.846,1,0.979 (0.437-1.99),0.979 (0.437-1.99),4.01 (0.291-55.3)
ENSG00000145945,FAM50B,"Family with sequence similarity 50, member B",2,7,0,0,7,33,0.846,0.84,0.846,NA,NA,NA,NA,0.846,1,1.15 (0.116-6.02),1.15 (0.116-6.02),0.851 (0.318-1.96)
ENSG00000130538,OR11H1,"Olfactory receptor, family 11, subfamily H, member 1",2,5,9,33,6,23,0.89,0.804,0.846,NA,NA,NA,NA,0.846,1,1.61 (0.153-9.81),1.16 (0.536-2.32),1.05 (0.349-2.65)
ENSG00000132612,VPS4A,Vacuolar protein sorting 4 homolog A (S. cerevisiae),2,10,0,0,5,9,0.846,0.158,0.846,NA,NA,NA,NA,0.846,1,0.803 (0.0855-3.77),0.803 (0.0855-3.77),2.23 (0.587-7.41)
ENSG00000127870,RNF6,Ring finger protein (C3H2C3 type) 6,6,19,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,1.27 (0.414-3.3),1.27 (0.414-3.3),NA
ENSG00000183317,EPHA10,EPH receptor A10,16,71,0,0,3,12,0.846,1,0.846,NA,NA,NA,NA,0.846,1,0.904 (0.491-1.57),0.904 (0.491-1.57),1 (0.182-3.72)
ENSG00000197081,IGF2R,Insulin-like growth factor 2 receptor,5,25,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,0.803 (0.24-2.13),0.803 (0.24-2.13),NA
ENSG00000136839,OR13C9,"Olfactory receptor, family 13, subfamily C, member 9",4,14,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,1.15 (0.275-3.65),1.15 (0.275-3.65),NA
ENSG00000042088,TDP1,Tyrosyl-DNA phosphodiesterase 1,12,56,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,0.86 (0.42-1.62),0.86 (0.42-1.62),NA
ENSG00000136932,C9orf156,Chromosome 9 open reading frame 156,6,31,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,0.777 (0.265-1.89),0.777 (0.265-1.89),NA
ENSG00000130779,CLIP1,CAP-GLY domain containing linker protein 1,5,21,0,0,0,4,0.846,1,0.846,NA,NA,NA,NA,0.846,1,0.956 (0.282-2.6),0.956 (0.282-2.6),0 (0-6.08)
ENSG00000188177,ZC3H6,Zinc finger CCCH-type containing 6,4,18,0,0,0,0,0.846,NA,0.846,NA,NA,NA,NA,0.846,1,0.892 (0.22-2.71),0.892 (0.22-2.71),NA
ENSG00000186335,SLC36A2,"Solute carrier family 36 (proton/amino acid symporter), member 2",8,33,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,0.973 (0.388-2.15),0.973 (0.388-2.15),NA
ENSG00000165606,DRGX,Dorsal root ganglia homeobox,3,9,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000132915,PDE6A,"Phosphodiesterase 6A, cGMP-specific, rod, alpha",16,56,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.15 (0.614-2.03),1.15 (0.614-2.03),NA
ENSG00000092036,HAUS4,"HAUS augmin-like complex, subunit 4",5,17,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.18 (0.34-3.33),1.18 (0.34-3.33),NA
ENSG00000064225,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",5,20,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1 (0.294-2.76),1 (0.294-2.76),NA
ENSG00000157045,NTAN1,N-terminal asparagine amidase,5,24,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,0.836 (0.249-2.24),0.836 (0.249-2.24),NA
ENSG00000176887,SOX11,SRY (sex determining region Y)-box 11,0,1,0,0,3,21,1,0.43,0.847,NA,NA,NA,NA,0.847,1,0 (0-156),0 (0-156),0.573 (0.109-1.92)
ENSG00000137251,TINAG,Tubulointerstitial nephritis antigen,10,32,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.25 (0.55-2.62),1.25 (0.55-2.62),NA
ENSG00000244005,NFS1,NFS1 cysteine desulfurase,3,9,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000160200,CBS,Cystathionine-beta-synthase,8,28,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.15 (0.452-2.58),1.15 (0.452-2.58),NA
ENSG00000197238,HIST1H4J,"Histone cluster 1, H4j",1,1,0,5,3,4,0.847,0.274,0.847,NA,NA,NA,NA,0.847,1,4.01 (0.0511-314),0.669 (0.0145-5.51),3.01 (0.441-17.8)
ENSG00000136011,STAB2,Stabilin 2,43,169,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.02 (0.713-1.44),1.02 (0.713-1.44),NA
ENSG00000104863,LIN7B,Lin-7 homolog B (C. elegans),2,7,0,0,0,0,0.847,NA,0.847,NA,NA,NA,NA,0.847,1,1.15 (0.116-6.02),1.15 (0.116-6.02),NA
ENSG00000189120,SP6,Sp6 transcription factor,0,3,0,0,9,20,1,0.431,0.847,NA,NA,NA,NA,0.847,1,0 (0-9.71),0 (0-9.71),1.81 (0.724-4.15)
ENSG00000166825,ANPEP,Alanyl (membrane) aminopeptidase,9,35,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.03 (0.436-2.19),1.03 (0.436-2.19),NA
ENSG00000183476,SH2D7,SH2 domain containing 7,4,21,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,0.764 (0.191-2.27),0.764 (0.191-2.27),NA
ENSG00000172061,LRRC15,Leucine rich repeat containing 15,10,38,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.06 (0.469-2.16),1.06 (0.469-2.16),NA
ENSG00000143167,GPA33,Glycoprotein A33 (transmembrane),5,18,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.11 (0.324-3.12),1.11 (0.324-3.12),NA
ENSG00000178795,GDPD4,Glycerophosphodiester phosphodiesterase domain containing 4,12,43,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.12 (0.538-2.16),1.12 (0.538-2.16),NA
ENSG00000132635,PCED1A,PC-esterase domain containing 1A,4,18,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,0.892 (0.22-2.71),0.892 (0.22-2.71),NA
ENSG00000171135,JAGN1,Jagunal homolog 1 (Drosophila),6,22,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.09 (0.363-2.78),1.09 (0.363-2.78),NA
ENSG00000107938,EDRF1,Erythroid differentiation regulatory factor 1,8,32,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1 (0.399-2.22),1 (0.399-2.22),NA
ENSG00000185187,SIGIRR,Single immunoglobulin and toll-interleukin 1 receptor (TIR) domain,6,26,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.08 (0.396-2.56),1.08 (0.396-2.56),NA
ENSG00000186409,CCDC30,Coiled-coil domain containing 30,14,63,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,0.892 (0.461-1.61),0.892 (0.461-1.61),NA
ENSG00000143457,GOLPH3L,Golgi phosphoprotein 3-like,4,15,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.07 (0.259-3.36),1.07 (0.259-3.36),NA
ENSG00000204681,GABBR1,"Gamma-aminobutyric acid (GABA) B receptor, 1",3,12,1,5,10,55,1,0.433,0.848,NA,NA,NA,NA,0.848,1,1 (0.182-3.72),0.944 (0.231-2.9),0.73 (0.332-1.45)
ENSG00000267508,ZNF285,Zinc finger protein 285,7,29,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,0.969 (0.358-2.26),0.969 (0.358-2.26),NA
ENSG00000196116,TDRD7,Tudor domain containing 7,5,22,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,0.912 (0.27-2.47),0.912 (0.27-2.47),NA
ENSG00000108733,PEX12,Peroxisomal biogenesis factor 12,9,33,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.09 (0.461-2.34),1.09 (0.461-2.34),NA
ENSG00000180008,SOCS4,Suppressor of cytokine signaling 4,4,16,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1 (0.244-3.11),1 (0.244-3.11),NA
ENSG00000184313,MROH7,Maestro heat-like repeat family member 7,19,69,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.11 (0.628-1.86),1.11 (0.628-1.86),NA
